ORIG_FID,lon,lat
82,1049.85178200182,1025.68780413940
83,1046.88557024182,1020.02227232740
84,1044.07650503182,1015.03434751400
85,1041.42429754182,1009.70475866460
86,1038.57588149182,1004.70003758600
87,313.50458987282,987.28664145170
88,314.56348895582,977.79803845520
89,315.62238803882,968.30943545870
90,316.90830598982,959.19250109310
91,318.42124280982,950.44723535900
92,321.78064606482,943.25713814200
93,326.98651575682,937.62220944300
94,331.53229546682,931.91784402200
95,314.97514033182,992.03094295000
96,312.47514033182,994.53094295000
97,314.22514033182,997.28094295000
98,316.72514033182,994.78094295000
99,307.98331065782,996.83983040850
100,301.99965131082,995.45760532550
101,295.77968597682,994.38216910500
102,289.32341465782,993.61352174700
103,282.70103153882,992.02766754520
104,275.91253662082,989.62460649960
105,268.98584966182,985.10239233380
106,263.80491565782,978.77434171070
107,260.50792664982,972.75960775040
108,257.21093764182,966.74487379010
109,253.46100982682,962.04266869820
110,249.25814320682,958.65299247460
111,243.72005620682,956.56916954070
112,236.84674882782,955.79119989630
113,229.97344144882,955.01323025190
114,222.85202537482,954.42634140740
115,215.48250060582,954.03053336280
116,208.11297583682,953.63472531820
117,201.41986124082,952.93138399600
118,195.40315681682,951.92050939700
119,189.81794752982,950.37643718100
120,184.66423337882,948.29916734800
121,178.29683690782,945.35819912300
122,170.71575811482,941.55353250500
123,163.13467932282,937.74886588800
124,155.05216646082,934.74680078100
125,146.46821952982,932.54733718700
126,137.88427259782,930.34787359200
127,129.58344796082,927.76925700900
128,123.03048605482,924.92771279300
129,117.94226458682,922.20239393300
130,112.43664709182,917.43533872700
131,311.47514033182,997.28094295000
132,316.72514033182,997.78094295000
133,303.74133834882,1015.65061989920
134,306.78106008482,1011.50915039720
135,309.32810752582,1006.98685749460
136,311.18394330882,1002.47007446100
137,311.37069785182,998.87269041430
138,307.35198613082,1019.46468200810
139,310.75901617682,1014.92629741500
140,314.22335087282,1008.17758000720
141,316.31632082682,1001.46596460040
142,402.00494573582,1014.36045927600
143,404.12194808982,1017.16224699110
144,411.10896805182,1018.53435123900
145,419.26896578682,1020.07064496610
146,426.63050857382,1022.13682960980
147,433.19359641282,1024.73290516990
148,413.80183966482,1013.80840836670
149,422.83436678982,1015.82507340240
150,430.50675784782,1018.00779017770
151,436.81901283682,1020.35655869260
152,406.04027028882,1012.48135239700
153,408.15727264382,1015.28314011220
154,459.97514033182,999.53094295000
155,441.31844280082,1018.85615935910
156,444.00504773782,1013.50659217740
157,447.35824540782,1007.69307458490
158,451.37803581182,1001.41560658160
159,456.41758754382,994.82015142190
160,462.47690060382,987.90670910570
161,467.32685232082,983.92545449640
162,469.74655972382,984.16991997520
163,470.06358166082,986.19743773180
164,467.70467861882,990.09970315620
165,463.55165309382,995.38719635210
166,442.47514033182,1022.53094295000
167,447.06438998182,1019.35558070940
168,451.24288928282,1011.00485622830
169,455.90363963282,1003.93021846890
170,438.72514033182,1023.78094295000
171,436.97514033182,1026.03094295000
172,518.48510122782,1002.68073659750
173,520.64514302682,1005.35610852790
174,522.74677655682,1002.81483528520
175,520.58673475682,1000.13946335480
176,854.37342845882,1002.68643948060
177,861.17000471382,1000.99743254170
178,869.17000471382,1000.12243254170
179,878.37342845882,1000.06143948060
180,848.22514033182,1004.28094295000
181,845.47514033182,1005.53094295000
182,851.72514033182,1005.78094295000
183,855.48869480582,1006.88696304230
184,862.24424297982,1005.19937001480
185,870.23346259182,1004.62455340860
186,878.72791441882,1004.56214643620
187,852.47514033182,1008.53094295000
188,846.47514033182,1008.03094295000
189,849.97514033182,1009.53094295000
190,847.47514033182,1010.78094295000
191,885.22514033182,1000.03094295000
192,887.22514033182,1002.28094295000
193,882.97514033182,1002.28094295000
194,884.97514033182,1004.53094295000
195,882.14180699882,1021.19760961670
196,882.47514033182,1014.53094295000
197,882.80847366482,1007.86427628330
198,886.55847366482,1022.03094295000
199,886.72514033182,1015.03094295000
200,886.89180699882,1008.03094295000
201,338.22514033182,928.78094295000
202,340.72514033182,927.03094295000
203,334.72514033182,928.78094295000
204,336.09970661682,926.57325778300
205,402.72514033182,936.53094295000
206,404.47514033182,939.03094295000
207,400.97514033182,939.03094295000
208,402.72514033182,941.53094295000
209,401.00518646982,931.63272699200
210,401.45749612682,922.27703327400
211,402.30202316482,913.36207775600
212,404.93488008982,934.88738846900
213,405.71935893682,929.07890707500
214,406.36883711682,920.74905325000
215,407.01831529682,912.41919942600
216,398.02330374882,936.38701236700
217,392.11963058182,936.09915120200
218,387.21419972782,935.45160136900
219,382.01175059782,931.96272733600
220,375.04670524682,928.07675676000
221,829.47514033182,927.03094295000
222,884.92322784382,928.15623267100
223,1015.88103202182,975.43892022510
224,1011.69281540182,971.25487477520
225,1008.63062018182,967.69943626800
226,1004.31883680182,962.88348171780
227,988.97514033182,931.03094295000
228,990.72514033182,932.78094295000
229,987.47514033182,933.03094295000
230,985.97514033182,935.03094295000
231,992.47514033182,935.03094295000
232,981.57502130082,936.10862775200
233,979.39992161382,933.44397694300
234,977.30004064482,930.86629214100
235,984.47514033182,936.53094295000
236,987.72514033182,936.78094295000
237,990.97514033182,937.03094295000
238,989.47514033182,938.53094295000
239,982.97514033182,938.53094295000
240,996.44035574982,947.78776646500
241,992.44035574982,942.28776646500
242,995.97514033182,950.03094295000
243,988.96756250782,945.73563614000
244,993.16169925182,949.51366374400
245,985.44655250382,941.54571432300
246,983.89068924782,940.07374192700
247,987.78100358782,940.75291534600
248,998.45325464582,956.54351650080
249,996.47143727682,953.99560930360
250,994.74332296282,951.23303575300
251,106.47514033182,904.28094295000
252,109.97514033182,904.78094295000
253,104.72514033182,907.28094295000
254,111.97514033182,908.53094295000
255,106.10934738482,912.72084859400
256,104.85934738482,910.97084859400
257,106.22514033182,911.28094295000
258,108.47514033182,913.53094295000
259,110.97514033182,912.53094295000
260,108.49439119982,901.14615738200
261,348.00786820882,878.19339851000
262,340.28379344882,875.38139088600
263,333.86158532982,871.26979769200
264,328.83234309482,866.05187097900
265,324.10466959182,859.89027757100
266,319.37699608782,853.72868416400
267,314.65483868782,848.09862092000
268,309.93819739182,843.00008784100
269,352.72514033182,876.53094295000
270,352.22514033182,879.28094295000
271,354.97514033182,879.78094295000
272,358.22514033182,877.28094295000
273,342.50278735582,919.42247806400
274,345.70994576082,912.39112221000
275,350.06896852382,907.54534027500
276,353.47362354082,902.76759954500
277,355.16149603582,897.01578197700
278,356.08695375382,890.22184636600
279,357.01241147282,883.42791075500
280,341.22514033182,924.53094295000
281,336.98266733082,921.62314317600
282,338.49945618882,915.63828429500
283,341.84276534082,909.32756301600
284,347.01259478882,902.69097934200
285,350.07711464882,896.06573007800
286,351.03632492182,889.45181522700
287,351.99553519482,882.83790037600
288,338.59970661682,924.82325778300
289,363.44136570882,926.54750198800
290,356.37298772582,926.11593626700
291,349.30460974282,925.68437054600
292,343.62278054182,924.74976531800
293,366.97548563882,923.22456119900
294,366.97534751582,916.14711389900
295,366.97520939282,909.06966660000
296,371.52128568482,923.56852463100
297,371.90282754382,916.35349195800
298,372.28436940282,909.13845928600
299,369.15303472782,926.96966290800
300,402.79549185582,906.63119423300
301,404.42521264882,879.97766749600
302,404.12385364282,886.49662478100
303,403.62099099682,893.64109025600
304,403.11812835082,900.78555573200
305,405.03367053582,908.57943625500
306,405.29447879182,904.35921994500
307,407.53265747082,906.30746196700
308,406.78710690182,882.74403213500
309,408.95281745782,886.19650209300
310,408.46059469682,893.46216182400
311,407.96837193582,900.72782155500
312,409.33703458482,879.79730758900
313,463.22514033182,879.78094295000
314,462.97514033182,882.53094295000
315,459.97514033182,885.03094295000
316,456.30796073482,903.73408137800
317,457.04762163182,897.87295116600
318,457.44629620682,889.98666450500
319,456.19599884582,908.67458335500
320,457.51233781582,882.37239401500
321,460.26233781582,879.62239401500
322,457.98529333882,876.27401237500
323,458.61602554082,868.06316440700
324,459.00597386582,858.52113388100
325,459.39592218982,848.97910335500
326,462.05085802282,903.21173118700
327,462.22057094682,895.93941589200
328,462.39028386982,888.66710059700
329,458.95206592282,906.75626765900
330,522.30570213482,877.65399770900
331,522.96682574082,868.90010722700
332,523.62794934682,860.14621674400
333,523.83766844582,853.08468936500
334,523.59598303682,847.71552508800
335,524.47514033182,882.03094295000
336,521.72514033182,885.03094295000
337,523.97514033182,888.03094295000
338,520.52915637882,911.75634055600
339,520.93386038482,906.23015215700
340,521.15037236382,898.95046847400
341,521.36688434282,891.67078479100
342,523.13022516882,913.75049536100
343,523.57500820782,909.82656021700
344,527.22514033182,881.78094295000
345,575.22514033182,883.78094295000
346,526.72514033182,885.03094295000
347,526.72514033182,888.28094295000
348,572.72514033182,886.78094295000
349,572.72514033182,890.28094295000
350,574.97514033182,890.53094295000
351,526.17607699782,911.82071502100
352,526.43286673782,906.24109585500
353,526.64977617582,899.15703469300
354,526.86668561282,892.07297353100
355,572.14716258882,907.90922384000
356,572.47835368582,900.95791148400
357,572.80954478282,894.00659912800
358,573.74203262782,911.36880617000
359,603.72514033182,885.28094295000
360,606.22514033182,885.28094295000
361,605.72514033182,888.28094295000
362,600.72514033182,888.03094295000
363,602.22514033182,891.53094295000
364,604.97514033182,891.53094295000
365,600.30414991082,909.40472303100
366,601.96216906882,904.15228319400
367,603.63315948982,896.77850311300
368,597.47514033182,884.86427628300
369,589.47514033182,884.53094295000
370,581.47514033182,884.19760961700
371,577.22514033182,887.28094295000
372,596.14180699882,890.94760961700
373,588.47514033182,890.78094295000
374,580.80847366482,890.61427628300
375,595.80847366482,908.53094295000
376,597.47514033182,901.53094295000
377,599.14180699882,894.53094295000
378,596.47514033182,912.53094295000
379,598.72514033182,912.53094295000
380,594.22514033182,912.53094295000
381,597.47514033182,915.03094295000
382,592.97514033182,915.03094295000
383,593.97514033182,917.53094295000
384,596.22514033182,917.53094295000
385,591.47514033182,917.53094295000
386,579.20298503982,911.53560597600
387,586.60395868582,911.90135328400
388,591.88979291982,912.55758494400
389,575.96367356482,909.11644851700
390,576.56242176782,902.79285927200
391,576.83756747682,894.61824839100
392,651.85430618382,887.35692489400
393,722.72514033182,892.78094295000
394,722.72514033182,895.28094295000
395,722.98392390082,913.43684258900
396,722.98041047282,906.27448273300
397,722.97689704582,899.11212287800
398,722.85154804882,919.27060799400
399,725.51853594782,921.14929953200
400,725.74713485382,916.73275894600
401,725.66469147482,895.54892838300
402,725.53579339882,890.46791634500
403,698.22514033182,889.78094295000
404,702.55847366482,890.11427628300
405,710.72514033182,890.28094295000
406,718.89180699882,890.44760961700
407,693.72514033182,889.78094295000
408,695.97514033182,889.78094295000
409,697.97514033182,892.03094295000
410,693.72514033182,892.03094295000
411,695.47514033182,894.03094295000
412,697.72514033182,894.28094295000
413,702.05847366482,894.61427628300
414,710.22514033182,894.78094295000
415,718.39180699882,894.94760961700
416,693.81658548882,912.27884396800
417,693.68000742582,904.97968356100
418,693.54342936282,897.68052315400
419,693.93000742582,918.33176068700
420,696.18690363882,915.90718321900
421,698.40330068682,912.32677571500
422,698.23203654482,905.20844260900
423,698.06077240282,898.09010950300
424,702.57172406682,916.07462230900
425,710.73730668582,916.45198239200
426,718.90288930482,916.82934247500
427,698.44153837482,918.45569978900
428,702.44802257482,921.10841333700
429,710.55577973782,921.27432539100
430,718.66353690182,921.44023744500
431,696.18464216182,920.88027725700
432,728.41412275382,918.61145048400
433,728.37996703082,899.04701074200
434,728.43141585582,906.00720459500
435,728.48286468082,912.96739844800
436,728.22534454182,892.98590177700
437,805.22514033182,885.78094295000
438,802.47514033182,887.53094295000
439,809.22514033182,886.78094295000
440,810.47514033182,889.53094295000
441,803.72514033182,890.28094295000
442,807.72514033182,891.28094295000
443,815.80847366482,914.61427628300
444,811.47514033182,905.78094295000
445,807.14180699882,896.94760961700
446,812.35516608782,893.46275807400
447,816.11521759882,900.32638832200
448,819.87526910982,907.19001857000
449,822.68525623182,912.97411100800
450,824.54517896482,917.67866563600
451,818.97514033182,920.03094295000
452,822.72514033182,920.53094295000
453,820.22514033182,922.53094295000
454,821.47514033182,925.03094295000
455,825.47514033182,926.03094295000
456,826.72514033182,921.03094295000
457,828.22514033182,924.03094295000
458,885.25794059782,921.63324920500
459,887.06586712782,914.58019909100
460,891.63610522382,908.64815828500
461,897.72332331382,903.06978069100
462,901.97632808182,899.52973718500
463,906.08046408782,896.15487372000
464,911.86994465182,890.90685620900
465,915.97531107982,887.53099143900
466,919.97514032882,884.03094295000
467,923.97494106782,880.53081632300
468,926.96827751782,878.03625624300
469,929.86307833282,875.91228663300
470,932.47514033182,877.03094295000
471,934.72514033182,877.28094295000
472,946.64922343982,893.19607211000
473,943.55057703382,889.61780597000
474,940.55058523182,886.11780323900
475,937.62277249682,882.70620985600
476,935.44868118982,880.04108342800
477,103.22514033182,827.78094295000
478,103.72514033182,830.28094295000
479,100.97514033182,830.53094295000
480,98.20617739452,828.31476401500
481,162.10620367182,830.02954321200
482,238.65801616782,828.55447573500
483,242.03175906882,823.95225818700
484,245.64280830682,819.30182232000
485,251.44711107882,817.23559998800
486,259.21535227682,817.15252639400
487,266.98359347482,817.06945279900
488,273.17142720282,816.52942947600
489,303.97514033182,831.03094295000
490,302.47514033182,833.03094295000
491,300.97514033182,835.03094295000
492,304.52750853782,837.74088212600
493,308.83281435382,838.23664968500
494,307.28044614782,833.52671050900
495,312.56817606282,831.71547731000
496,306.65482664682,827.74398320400
497,310.29222676282,819.73419887300
498,313.20765436682,810.28854970100
499,316.56355312082,802.50115485800
500,320.35992302482,796.37201434200
501,324.15629292782,790.24287382700
502,327.89926121582,782.81317811100
503,331.58882788782,774.08292719400
504,300.35304030782,828.87145346000
505,294.10884025882,824.55247448100
506,287.86464020982,820.23349550200
507,282.60884025882,816.05247448100
508,297.31500552882,832.92793060500
509,290.99473592182,828.72190591500
510,284.67446631482,824.51588122500
511,279.49473592182,819.72190591500
512,276.52426013382,854.07044286500
513,277.51546951382,855.99590739700
514,282.53577914482,856.95769809800
515,288.52605287982,857.20206980300
516,291.12045766882,853.79803182100
517,293.48515988282,847.65286462000
518,296.11941832482,842.19294650200
519,299.02323299582,837.41827746700
520,359.83714686082,828.18240449000
521,364.55134715982,822.34108759800
522,371.25573470182,816.35553073300
523,375.02998657582,809.72912512100
524,375.87410278182,802.46187075900
525,376.71821898882,795.19461639800
526,378.05770871182,787.54596608300
527,357.47514033182,831.53094295000
528,360.47514033182,832.03094295000
529,363.89258200582,830.95199135700
530,367.98702508282,826.39387321200
531,373.34102788782,821.43554010800
532,377.32637326582,817.17091336200
533,379.44145442182,810.74303479900
534,381.05492878582,801.45819805900
535,382.66840314982,792.17336132000
536,353.84661615082,831.31276018200
537,346.75837690182,830.33703104500
538,337.83894676382,829.82193830900
539,328.91951662682,829.30684557300
540,323.21642737682,828.49421562000
541,319.02341051482,825.70955554300
542,356.05075812682,840.57160463400
543,354.92617344082,848.79721025200
544,356.54409540082,834.24487238800
545,361.85919931382,835.14975018400
546,358.92815438382,836.86367962200
547,353.22514033182,873.78094295000
548,356.22514033182,874.28094295000
549,346.89178716782,872.04310434600
550,350.95568759282,873.31404650100
551,349.20669517582,869.77879952700
552,353.27059560082,871.04974168100
553,354.16442354082,856.82464489800
554,353.76550842682,864.65390857400
555,359.55076586282,860.69944350200
556,359.16701550882,869.92044313400
557,360.11779535382,851.38384711900
558,360.86810398282,841.97365398600
559,357.05326106882,854.49947837300
560,408.64323931582,839.99518385000
561,410.87609393382,841.99898575900
562,411.37090442682,837.80130618000
563,413.60375904482,839.80510808900
564,417.31548854982,842.10703587700
565,425.00105923482,842.66191196600
566,432.68662991982,843.21678805600
567,440.37299544482,843.61320309900
568,448.06015580782,843.85115709600
569,455.74731617082,844.08911109300
570,404.73878756882,872.74552914800
571,405.26608204182,864.17470154400
572,405.79337651482,855.60387394000
573,407.16825420582,846.74341691200
574,406.97514033182,877.03094295000
575,459.67407016382,842.26346661100
576,461.80545030882,844.36961127400
577,464.17015026782,842.28067168200
578,462.03877012182,840.17452701900
579,521.35488044382,836.87914757500
580,521.11436066882,830.57555682400
581,521.36436066882,822.70055682400
582,522.10488044382,813.25414757500
583,524.97514033182,840.03094295000
584,521.72514033182,842.03094295000
585,522.72514033182,844.53094295000
586,525.72514033182,844.78094295000
587,528.47514033182,842.03094295000
588,528.22514033182,844.28094295000
589,574.00785769582,843.34631823800
590,576.70676181482,841.09576235900
591,576.79513508582,845.53057016300
592,615.47514033182,843.03094295000
593,615.22514033182,845.53094295000
594,612.90052457582,846.13651364500
595,611.06717329482,843.62509318500
596,613.39178905082,841.01952249000
597,579.49403920482,843.28001428400
598,650.75199101382,843.78835805600
599,651.63182205682,836.19918941000
600,651.73234364182,826.44813367100
601,652.22754143482,816.83667319000
602,653.67454004382,841.15947370900
603,655.72100732182,836.31718425000
604,656.02266052582,826.60268773000
605,656.32431372982,816.88819121000
606,656.53255536082,843.85828575700
607,653.61000633082,846.48717010400
608,693.47302337982,838.05598082900
609,693.46878947482,831.10605658800
610,693.46455557082,824.15613234700
611,692.92655929182,817.22072401500
612,693.47514033182,844.03094295000
613,695.70907292482,846.51489277400
614,702.45666909382,846.58834802800
615,711.48399624582,846.76735888800
616,720.51132339682,846.94636974900
617,697.95907292482,844.01489277400
618,695.72514033182,841.53094295000
619,702.51518103782,841.53430155900
620,711.59526244982,841.54101877600
621,720.67534386182,841.54773599300
622,697.93073232682,836.84583214900
623,697.84191631782,827.47561054800
624,697.75310030882,818.10538894600
625,725.12018576982,844.29348489000
626,725.37522965782,837.06382886400
627,725.69491983782,828.08929739100
628,726.01461001782,819.11476591700
629,727.86462663682,847.03258840500
630,730.83705386082,844.28012368700
631,728.09261299382,841.54102017200
632,731.08153948082,837.04150018900
633,731.30493560082,828.06260908100
634,731.52833172182,819.08371797200
635,778.97514033182,841.53094295000
636,779.97514033182,844.03094295000
637,781.47514033182,846.53094295000
638,776.67473613182,836.87604460800
639,773.07392773082,828.56624792300
640,770.13250012882,820.23686270100
641,783.95566997982,841.10957357900
642,780.49172600582,841.57329061100
643,784.60241494882,837.31208923700
644,781.00118828882,829.72924994200
645,777.83785764482,821.23438662300
646,787.57647842982,843.52803094300
647,785.61253445582,846.49174797600
648,792.97767117382,845.32350588200
649,801.43315636282,844.06541164200
650,807.92415798682,842.58559919600
651,812.69871181982,839.41012654000
652,817.72130142882,834.76071188200
653,822.74389103682,830.11129722400
654,828.36512476282,824.65847604800
655,834.58500260582,818.40224835300
656,840.81921438782,812.64916144200
657,847.06776010782,807.39921531400
658,853.51280980882,801.58841742500
659,860.15436349082,795.21676777500
660,903.97514033182,834.53094295000
661,903.97514033182,838.03094295000
662,904.47514033182,841.03094295000
663,907.47514033182,842.53094295000
664,909.97514033182,845.53094295000
665,905.82052208182,845.36401273900
666,903.82052208182,842.86401273900
667,908.47514033182,846.03094295000
668,910.97514033182,846.78094295000
669,907.97514033182,847.53094295000
670,909.47514033182,847.03094295000
671,909.08006655182,848.26353125500
672,910.58006655182,848.01353125500
673,912.47514033182,848.78094295000
674,913.97514033182,850.53094295000
675,914.97514033182,851.53094295000
676,915.97514033182,852.53094295000
677,912.26200146582,852.42538817600
678,912.76200146582,850.92538817600
679,913.47514033182,852.03094295000
680,902.46749623682,826.66512914200
681,901.32141125482,820.96995450100
682,904.25783952982,831.27182970700
683,901.27418912882,827.51727308500
684,897.74148993082,823.52638632800
685,894.22514033182,826.28094295000
686,900.72514033182,834.03094295000
687,897.22514033182,830.03094295000
688,901.46070223282,840.00595439700
689,898.73490822982,836.88652271800
690,895.91110262982,833.50980712000
691,893.79605001182,830.53636939800
692,894.63429370982,828.93807354700
693,912.97514033182,853.53094295000
694,914.47514033182,853.03094295000
695,914.16047771982,854.25692465800
696,915.66047771982,853.75692465800
697,917.97514033182,855.03094295000
698,919.97514033182,857.53094295000
699,920.97514033182,858.53094295000
700,918.26200146582,859.42538817600
701,918.76200146582,857.92538817600
702,919.47514033182,859.03094295000
703,919.08032992382,860.23852836600
704,920.58032992382,859.73852836600
705,922.47514033182,860.28094295000
706,922.58627528282,862.29946317000
707,921.69232664382,863.53380529600
708,922.03511426682,864.52714526100
709,923.83585587282,866.32265194300
710,926.98083760482,867.40512137700
711,926.07404463682,864.37527256900
712,955.18960953682,855.01675543000
713,952.59058599582,854.57890201700
714,949.01473135282,851.05136553000
715,943.49000755982,844.84362434200
716,939.97511675682,840.53094785400
717,937.47514033182,837.53094295000
718,934.97514033182,834.53094295000
719,932.47513016482,831.53096555700
720,929.97490243782,828.53267240700
721,927.09863636482,824.92824930500
722,922.85164429882,820.13363659500
723,919.12255998882,815.67753928600
724,915.91138343482,811.55995737800
725,913.39046774482,808.76605468700
726,934.72514033182,870.78094295000
727,937.97514033182,871.03094295000
728,931.97514033182,874.03094295000
729,937.97514033182,874.53094295000
730,934.22514033182,874.28094295000
731,935.97514033182,876.03094295000
732,930.82404463682,869.87527256900
733,945.64003822782,861.20146403800
734,939.53010629682,866.42111664600
735,950.96246537282,859.40354787300
736,953.40859915382,860.94132105900
737,951.23763751782,863.69491826000
738,946.53836904482,867.75038656800
739,941.83193756982,871.40453183600
740,100.45617739482,825.56476401500
741,274.60887554682,814.12669634100
742,315.56218399882,825.44422780100
743,317.46670268782,819.63457733500
744,320.25257239482,811.94377390300
745,324.05825497882,804.31166210400
746,328.88375043982,796.73824193900
747,332.83481035982,789.27539497500
748,335.91143473782,781.92312121100
749,338.98805911582,774.57084744700
750,280.47514033182,813.53094295000
751,276.47514033182,816.53094295000
752,278.97514033182,815.53094295000
753,278.76524780082,808.63016754700
754,278.62171761582,805.20946149200
755,280.97036230582,807.26439228400
756,281.81436442882,809.75165928600
757,281.17561226982,812.09750389700
758,424.97514033182,803.03094295000
759,422.07708167282,804.62990288000
760,423.33643238982,800.37361313300
761,420.43837373082,801.97257306300
762,378.72514033182,781.03094295000
763,380.72514033182,784.28094295000
764,383.22514033182,784.03094295000
765,382.97514033182,786.28094295000
766,377.11933060782,783.11023478600
767,372.61619071382,781.05013682700
768,367.32153037282,777.77135723600
769,360.64956205282,775.25909129400
770,352.60028575382,773.51333900200
771,344.55100945382,771.76758671100
772,374.95223562382,776.71653492400
773,367.90642620782,773.08771887300
774,359.92615285782,770.16881671900
775,351.01141557282,767.95982846100
776,344.51635801682,765.98964345800
777,461.22514033182,802.78094295000
778,463.97514033182,803.03094295000
779,465.97514033182,805.03094295000
780,460.97514033182,805.03094295000
781,462.97514033182,807.03094295000
782,465.72514033182,807.28094295000
783,526.47514033182,803.78094295000
784,522.72514033182,803.78094295000
785,522.22514033182,806.03094295000
786,522.22514033182,808.28094295000
787,526.22514033182,808.28094295000
788,574.72514033182,804.28094295000
789,529.97514033182,806.03094295000
790,607.72514033182,805.28094295000
791,610.22514033182,805.78094295000
792,612.47514033182,808.28094295000
793,607.97514033182,808.03094295000
794,612.72514033182,810.78094295000
795,608.22514033182,810.78094295000
796,610.47514033182,810.78094295000
797,577.22514033182,804.28094295000
798,602.80847366482,804.86427628300
799,593.47514033182,804.53094295000
800,584.14180699882,804.19760961700
801,574.97514033182,807.03094295000
802,577.22514033182,809.78094295000
803,579.47514033182,807.03094295000
804,603.22514033182,810.44760961700
805,593.72514033182,810.28094295000
806,584.22514033182,810.11427628300
807,654.47514033182,812.03094295000
808,652.42828840982,809.27110986500
809,656.60063080382,809.32376301700
810,654.55377888182,806.56392993200
811,703.53555938882,808.66366417200
812,712.65639750282,808.92910661700
813,721.77723561582,809.19454906200
814,695.97514033182,807.53094295000
815,693.47514033182,807.78094295000
816,697.97514033182,808.03094295000
817,692.18291014882,810.89561037700
818,695.04968613482,813.59027797500
819,698.34191631782,810.97561054800
820,702.45298610482,813.62148181800
821,711.94157370582,814.02388916300
822,721.43016130682,814.42629650800
823,726.25605488982,811.97738523200
824,728.90724244482,814.61088629900
825,729.14571353182,809.37394417600
826,731.79690108682,812.00744524300
827,743.79939284182,810.23552318500
828,735.90231254082,809.69225310600
829,758.45799009482,810.45417100300
830,766.94444485882,810.66332669500
831,773.96490850782,811.57507086500
832,750.61485007382,810.60402281000
833,772.73330852982,816.29665938600
834,777.22514033182,814.03094295000
835,776.72514033182,816.28094295000
836,858.72514033182,785.61427628300
837,853.22514033182,778.78094295000
838,847.72514033182,771.94760961700
839,862.47514033182,790.53094295000
840,865.20164915382,793.29316941700
841,869.81490356382,797.92428265000
842,875.58839474282,804.66205618300
843,873.72514033182,807.28094295000
844,904.97514033182,807.03094295000
845,912.47514033182,807.53094295000
846,907.22514033182,808.78094295000
847,910.72514033182,809.28094295000
848,902.80506165582,816.22451112200
849,906.91844743982,812.42879900700
850,907.17341644882,805.27058726400
851,910.67341644882,805.27058726400
852,903.35663679382,805.64019203300
853,899.52940094982,801.74386994300
854,894.65790024982,795.76096194200
855,890.33236346482,788.80628828600
856,886.19625331482,782.82518684600
857,881.97396178782,778.03494322300
858,876.68336673682,772.12887733500
859,870.60007617482,764.88970358100
860,864.51678561282,757.65052982700
861,877.47514033182,809.03094295000
862,879.56124988282,814.10397144800
