ORIG_FID,经度,纬度,value
1546,904.8657745,662.493673,4
1547,918.0155716,665.1606565,4
1548,920.7266238,667.9301987,4
1549,920.5504458,662.4524797,4
1550,923.261498,665.2220218,4
1551,959.4751403,665.530943,4
1552,956.7251403,668.030943,2
1553,953.9038432,665.3596931,1
1554,956.6538432,662.8596931,4
1555,75.97514033,625.530943,4
1556,276.2164507,623.5665477,4
1557,352.7639622,622.3898865,4
1558,360.7251702,622.2630965,4
1559,370.2251582,622.5702351,4
1560,379.7251463,622.8773737,4
1561,345.9665786,622.6667496,4
1562,387.2251403,623.280943,4
1563,389.9751403,625.530943,1
1564,384.4751403,625.280943,1
1565,387.2251403,627.530943,4
1566,437.2252355,624.6792364,4
1567,493.1706668,622.1977065,4
1568,495.3293199,624.6426923,4
1569,496.0349285,619.8256712,4
1570,498.1935817,622.270657,4
1571,531.2251403,621.280943,4
1572,533.4751403,621.280943,4
1573,563.7251403,626.280943,4
1574,535.4751403,623.780943,1
1575,539.3084737,626.530943,4
1576,546.9751403,626.530943,4
1577,554.641807,626.530943,4
1578,531.2251403,624.030943,1
1579,533.2251403,626.530943,4
1580,559.2251403,626.780943,4
1581,561.4751403,626.530943,4
1582,553.9829962,621.4176652,3
1583,546.5798538,621.2629763,4
1584,539.1767115,621.1082874,4
1585,558.0798538,624.0129763,4
1586,559.969036,621.7629763,2
1587,562.6143225,624.030943,4
1588,566.1930514,622.0325055,4
1589,574.0721448,622.0356306,3
1590,581.9512382,622.0387558,2
1591,557.6443652,617.1585338,4
1592,557.5639607,608.4855823,4
1593,557.4835563,599.8126307,4
1594,556.3435678,591.3033407,4
1595,554.143995,582.9577124,4
1596,553.0357126,575.3505864,4
1597,553.0187205,568.4819627,4
1598,553.0017283,561.6133391,4
1599,562.1952235,617.743085,4
1600,562.0786613,609.1673691,4
1601,561.9620991,600.5916533,4
1602,560.8074588,591.9517156,4
1603,558.6147406,583.2475561,4
1604,557.536998,575.4151295,4
1605,557.574231,568.4544356,4
1606,557.611464,561.4937417,4
1607,614.4751403,621.530943,4
1608,612.4751403,622.030943,4
1609,609.8117413,622.41167,3
1610,612.3557467,619.0540739,4
1611,614.0864302,616.5548117,4
1612,616.2058238,619.0316807,4
1613,593.3215428,621.5372396,4
1614,600.0143476,621.5498328,4
1615,605.5045462,621.9242632,4
1616,606.9193366,616.5805231,4
1617,597.2853036,616.5871596,4
1618,591.2802699,615.8080006,4
1619,590.0505326,610.0355725,4
1620,590.3731843,600.4755596,4
1621,591.1019278,591.3354359,4
1622,591.4699586,583.1253041,4
1623,591.4772765,575.8451644,4
1624,591.4845945,568.5650246,4
1625,591.933922,561.475211,4
1626,727.8577501,624.6362539,4
1627,748.5564549,624.5182259,4
1628,741.1239291,624.5233127,4
1629,733.6914032,624.5283995,4
1630,755.1048688,624.5232515,4
1631,761.4190156,624.5350215,4
1632,768.3830072,624.5434236,4
1633,775.3469988,624.5518257,4
1634,787.8060007,624.357255,4
1635,795.6587781,623.7253759,4
1636,803.1362617,622.7005984,4
1637,810.2384515,621.2829225,4
1638,817.3406414,619.8652467,4
1639,823.6385406,618.8620739,4
1640,827.9302426,618.7993409,4
1641,833.9751403,615.530943,4
1642,831.9751403,617.030943,4
1643,829.9751403,618.280943,4
1644,833.4751403,620.030943,4
1645,829.7251403,621.280943,4
1646,831.7251403,623.530943,4
1647,833.9751403,624.030943,4
1648,837.3854441,624.8542954,3
1649,860.6786458,625.1266374,4
1650,852.3741733,625.4383315,3
1651,844.3218896,625.2645423,4
1652,861.7411842,609.9139273,4
1653,854.9452447,613.0148411,4
1654,847.6318418,615.6922423,4
1655,865.2072095,605.6241901,2
1656,861.1160366,619.5813714,4
1657,853.9450872,619.7796654,4
1658,846.7741378,619.9779593,4
1659,842.611293,620.4556013,4
1660,841.1648353,623.0058721,3
1661,864.8292439,622.1051367,1
1662,864.746239,616.6495969,1
1663,864.8356945,610.9843417,1
1664,867.6891247,601.9375192,4
1665,873.109868,599.7799233,4
1666,880.1761433,597.1565274,4
1667,887.7774634,593.9066336,4
1668,895.0726072,591.2509147,4
1669,903.1691034,589.7978428,4
1670,912.373128,588.9532429,4
1671,867.4674718,624.9334957,4
1672,867.3383258,619.5065837,4
1673,869.9765537,622.3349428,1
1674,869.8386498,603.9715379,1
1675,871.408758,606.199418,4
1676,877.4173085,603.4088438,4
1677,886.282987,599.7582663,4
1678,895.1486655,596.1076887,4
1679,903.9299137,593.9695357,4
1680,912.6267314,593.3438072,4
1681,869.8685702,610.2562633,1
1682,869.9396169,616.4393831,1
1683,920.9751403,584.1142763,3
1684,920.9751403,575.280943,4
1685,920.9751403,566.4476096,3
1686,916.9751403,584.1976096,4
1687,916.9751403,575.530943,4
1688,916.9751403,566.8642763,4
1689,918.9751403,588.530943,4
1690,920.9751403,590.280943,4
1691,921.2251403,592.280943,4
1692,917.2251403,590.530943,4
1693,919.2251403,592.280943,4
1694,917.2251403,592.780943,4
1695,924.1839766,592.2806687,4
1696,929.6016492,591.7801202,4
1697,935.9217971,591.6646844,4
1698,943.1444204,591.9343613,4
1699,950.3670437,592.2040382,4
1700,925.2443487,588.4446375,4
1701,933.7827654,588.2720265,4
1702,942.321182,588.0994155,4
1703,950.2761793,587.6378688,4
1704,903.7261727,624.375085,4
1705,905.9789462,621.5183897,4
1706,914.2073512,617.9538624,4
1707,908.7229086,618.3928677,4
1708,916.9538338,613.6171236,4
1709,916.9623564,605.3826514,4
1710,916.970879,597.1481791,4
1711,916.8963972,620.5916495,4
1712,914.1267176,623.6928067,4
1713,908.6937092,624.1805416,4
1714,919.5782912,623.4906209,4
1715,922.1442505,620.7816227,4
1716,919.4623564,617.8826514,4
1717,921.891807,613.780943,4
1718,921.7251403,605.280943,4
1719,921.5584737,596.780943,4
1720,959.4751403,583.6976096,1
1721,959.4751403,576.030943,1
1722,959.4751403,568.3642763,1
1723,959.4751403,590.030943,1
1724,959.4751403,614.1976096,3
1725,959.4751403,605.530943,3
1726,959.4751403,596.8642763,3
1727,959.4751403,621.030943,2
1728,956.7251403,618.3643445,4
1729,953.9751403,620.8643445,1
1730,956.7251403,623.530943,4
1731,956.7267478,592.4349098,4
1732,953.9778195,596.6486882,1
1733,953.9767478,605.2683114,1
1734,953.9756762,613.8879345,1
1735,953.9701618,589.8007521,2
1736,953.961912,582.2868082,2
1737,953.9617997,572.3351694,2
1738,954.718442,565.1951465,2
1739,956.7185542,587.3967853,4
1740,1125.97514,625.530943,4
1741,1123.896612,622.6752504,1
1742,1124.010927,615.688122,1
1743,1124.396612,607.4252504,1
1744,1124.782298,599.1623788,1
1745,1126.169438,620.1269105,4
1746,1125.641807,586.1976096,1
1747,1125.97514,578.530943,1
1748,1126.308474,570.8642763,1
1749,1125.47514,590.530943,2
1750,1125.47514,592.530943,1
1751,1127.47514,594.530943,4
1752,1129.72514,594.780943,4
1753,1125.22514,594.530943,3
1754,1128.247966,622.982603,2
1755,1128.679849,616.2003764,2
1756,1128.997966,607.732603,2
1757,1129.316082,599.2648296,2
1758,1129.760578,592.0996556,1
1759,1127.510578,589.8496556,4
1760,1130.034203,585.8121307,1
1761,1131.010578,578.0996556,1
1762,1131.986953,570.3871805,1
1763,69.97298185,556.2809441,4
1764,72.72298185,553.5309441,4
1765,72.72514033,559.030943,4
1766,75.47514033,556.280943,2
1767,270.0055647,556.4454815,3
1768,272.7251403,553.6951808,4
1769,272.6138317,559.035673,4
1770,275.3334073,556.2853724,3
1771,336.4751403,556.280943,4
1772,339.2197314,559.0934998,1
1773,341.8633531,556.3448483,4
1774,339.118762,553.5322914,4
1775,387.0879673,553.5275878,4
1776,384.3482472,556.3611354,1
1777,387.2354202,559.1144906,4
1778,389.9751403,556.280943,2
1779,490.4468728,550.9883222,4
1780,489.0245367,544.711434,2
1781,487.7373386,536.9696854,4
1782,487.0703929,529.5416071,4
1783,487.0236995,522.427199,4
1784,491.7649527,555.8722427,4
1785,494.4921893,558.5216714,4
1786,496.1472151,556.2148095,4
1787,493.4199785,553.5653808,4
1788,494.8610534,550.1291845,4
1789,493.354466,542.9147029,4
1790,491.8478786,535.7002213,4
1791,491.0577843,528.6631471,4
1792,490.9841831,521.8034803,4
1793,536.141807,548.6976096,1
1794,536.4751403,539.030943,1
1795,536.8084737,529.3642763,1
1796,532.060345,549.6983659,1
1797,532.2307545,542.0332119,1
1798,532.4011639,534.3680578,1
1799,531.9807545,526.7832119,1
1800,533.9751403,553.530943,4
1801,548.7124749,552.9824525,4
1802,540.2209185,553.3481128,4
1803,552.9610677,548.2548425,4
1804,552.9666967,539.1652827,4
1805,552.9723258,530.0757229,4
1806,555.2918363,552.9975836,4
1807,557.5917359,548.829277,4
1808,557.524369,540.0967411,4
1809,558.1076511,530.8477905,4
1810,562.5480103,553.0853174,4
1811,572.393192,552.8648625,4
1812,582.2383737,552.6444075,3
1813,531.7251403,555.780943,1
1814,535.7714067,555.7907942,1
1815,533.5214067,558.0407942,4
1816,548.6368425,558.1469318,4
1817,539.9240629,558.0827409,4
1818,555.3116564,558.096211,4
1819,552.9757427,555.4893248,4
1820,557.62775,555.6044698,4
1821,562.5209238,558.0163195,4
1822,572.3026104,558.0221689,4
1823,582.084297,558.0280183,4
1824,620.2251403,526.280943,4
1825,621.9751403,528.280943,4
1826,623.9751403,526.530943,4
1827,619.7251403,528.280943,4
1828,627.2906498,528.783402,4
1829,633.9216689,529.28832,4
1830,640.530248,529.529799,4
1831,647.1163874,529.5078391,4
1832,652.9342759,529.2645726,4
1833,657.9839137,528.7999994,4
1834,664.2026129,528.969139,4
1835,671.5903736,529.7719913,4
1836,678.9781343,530.5748436,4
1837,686.6613335,531.1019423,4
1838,694.6399711,531.3532875,4
1839,702.6186087,531.6046327,4
1840,616.3782475,547.9903792,3
1841,618.6335857,539.8333296,4
1842,619.1946221,532.2984052,4
1843,616.4496966,552.3051554,4
1844,620.2738197,550.5807807,4
1845,622.4612338,548.0100986,4
1846,623.1468805,542.4494707,4
1847,623.6990537,533.1704522,4
1848,583.1026743,527.5234352,4
1849,573.3514512,526.9001042,4
1850,563.6002282,526.2767732,4
1851,587.8420656,531.951614,4
1852,587.5696252,540.1846404,4
1853,587.2971848,548.4176668,4
1854,587.9849167,525.0105358,4
1855,595.963521,552.5238748,4
1856,603.3394836,552.4663116,4
1857,610.7154462,552.4087483,4
1858,589.7182522,552.5434183,3
1859,590.823311,527.6212892,4
1860,592.5076724,548.3617933,2
1861,592.9719379,539.980067,4
1862,593.4362034,531.5983408,4
1863,615.1740063,528.3436987,4
1864,606.5717382,527.9692103,4
1865,597.9694702,527.5947218,4
1866,617.0898457,557.9729412,4
1867,614.7608903,555.2137119,4
1868,618.9251016,553.5825335,4
1869,619.207788,556.4165742,4
1870,589.6773654,558.0282051,4
1871,596.1693843,558.0291323,4
1872,603.7489718,558.0364622,4
1873,611.3285592,558.0437922,4
1874,587.0680525,555.2825615,4
1875,592.3275651,555.2890619,2
1876,706.5308596,529.7741886,4
1877,706.8111267,523.0885676,4
1878,707.5257965,513.6295586,4
1879,708.2404663,504.1705497,4
1880,708.8505073,531.7126154,4
1881,709.147589,527.7875714,4
1882,711.4672366,529.7259982,3
1883,712.0681128,523.0355411,4
1884,712.521566,513.5924816,4
1885,712.9750192,504.1494221,4
1886,715.3565478,531.9459391,3
1887,723.8834692,532.4479663,4
1888,715.96041,528.0145245,4
1889,724.1984576,528.5294316,4
1890,702.3408026,527.5909204,4
1891,694.1148243,527.1366172,4
1892,685.8888459,526.6823141,4
1893,678.9364221,525.9801281,4
1894,673.2575529,525.0300594,4
1895,667.0424462,524.5536174,4
1896,660.2911021,524.550802,4
1897,652.1959429,525.0020875,4
1898,643.5595699,525.3008078,2
1899,635.725798,524.9928618,4
1900,627.8920262,524.6849159,4
1901,706.0640529,552.4334238,4
1902,706.2816027,544.1521764,4
1903,706.4991526,535.870929,4
1904,709.999051,553.8040282,3
1905,710.59225,546.0923559,3
1906,710.9261414,536.494069,4
1907,707.7640378,556.6453023,4
1908,713.7788323,557.1038975,4
1909,722.1909016,557.8785782,4
1910,733.9751403,528.030943,4
1911,733.2251403,528.280943,4
1912,736.617401,530.5651434,4
1913,735.367401,528.8151434,4
1914,738.4751403,531.530943,4
1915,733.2251403,530.780943,4
1916,735.2251403,532.280943,3
1917,733.4751403,533.530943,4
1918,753.4423184,543.1944507,4
1919,747.86454,540.3400677,4
1920,743.774627,536.3042864,4
1921,740.8524054,532.9086694,4
1922,758.4751403,544.280943,4
1923,759.9751403,547.030943,4
1924,754.6663948,549.4784933,4
1925,752.1933625,548.9650123,4
1926,747.3620938,545.2538106,4
1927,740.0281299,538.7534699,4
1928,734.9181442,534.7671213,4
1929,756.4751403,546.780943,4
1930,757.9751403,549.530943,4
1931,730.8110351,532.8649614,4
1932,728.2322056,530.7429325,4
1933,730.6463109,528.6589141,4
1934,728.4375408,524.0456179,4
1935,728.6776595,514.5630831,4
1936,728.9177783,505.0805484,4
1937,733.2216819,525.4328236,3
1938,733.164575,519.1047795,4
1939,733.5572779,511.6449301,4
1940,733.9499808,504.1850808,4
1941,753.3710211,531.354936,4
1942,744.8539823,531.2779229,4
1943,735.5441504,527.1989996,4
1944,738.7027491,525.9746209,4
1945,744.8338983,525.7563389,4
1946,752.9170194,526.1046458,3
1947,756.9838989,528.9818841,4
1948,759.1931028,531.5167266,3
1949,765.2266797,531.5455607,4
1950,772.926064,531.9397136,4
1951,780.6254482,532.3338665,4
1952,761.1861563,528.56216,3
1953,763.9765096,549.5311026,4
1954,771.9792481,549.5314219,4
1955,779.9819865,549.5317412,4
1956,764.5711117,544.5371814,3
1957,773.7630544,544.5496583,4
1958,781.3465905,545.0416322,4
1959,759.9751403,554.030943,4
1960,755.9751403,554.030943,4
1961,757.9751403,558.530943,4
1962,726.6886019,554.0047621,4
1963,727.2719331,545.4824492,4
1964,727.8552643,536.9601363,4
1965,726.3734299,560.2355398,4
1966,729.3237934,562.3760152,4
1967,735.9849283,557.9617007,4
1968,743.9810131,558.1893976,4
1969,751.9770979,558.4170945,4
1970,732.1138758,553.0014011,2
1971,732.3678554,543.3084989,3
1972,732.9849928,536.2464954,4
1973,732.1422747,560.1973609,3
1974,729.1919111,558.0568854,4
1975,751.6828428,563.1090426,4
1976,743.928771,562.8841733,4
1977,736.1746993,562.6593041,4
1978,755.7675095,560.8762101,4
1979,757.7537332,563.0372373,4
1980,763.7855132,562.9659883,4
1981,771.461364,563.1919702,4
1982,779.1372149,563.417952,4
1983,759.961364,560.6919702,4
1984,763.8250999,558.6758591,4
1985,771.5250191,558.9656914,4
1986,779.2249383,559.2555237,3
1987,789.2251403,527.530943,4
1988,786.4751403,527.530943,4
1989,784.9751403,530.280943,4
1990,786.9751403,532.780943,4
1991,790.2251403,530.530943,1
1992,782.8109357,527.3103921,4
1993,775.3588795,526.3863399,4
1994,765.7831765,525.9793371,4
1995,784.3694015,542.2782614,4
1996,784.439894,535.7800491,4
1997,784.1587555,547.5296343,4
1998,792.889745,527.3489224,1
1999,797.1419012,526.5292208,1
2000,791.4611433,532.9994258,4
2001,794.5741312,532.3729698,4
2002,796.4768748,531.1607926,4
2003,798.366043,528.467547,4
2004,788.2251403,554.6976096,1
2005,788.7251403,546.030943,1
2006,789.2251403,537.3642763,1
2007,787.7251403,559.530943,3
2008,787.4751403,561.780943,1
2009,785.2251403,563.530943,4
2010,784.406452,559.3039936,4
2011,786.6065732,559.6192452,3
2012,783.0250191,561.4656914,3
2013,783.5291268,554.4661704,4
2014,865.2251403,541.780943,4
2015,867.7251403,542.030943,4
2016,865.2251403,544.030943,2
2017,869.9751403,544.280943,3
2018,865.2251403,546.280943,4
2019,867.7251403,546.530943,4
2020,869.9751403,555.155943,2
2021,869.9751403,549.405943,2
2022,865.4751403,555.155943,2
2023,865.4751403,549.405943,2
2024,867.4751403,558.280943,3
2025,869.7251403,558.280943,3
2026,869.7251403,561.030943,2
2027,865.4751403,560.780943,2
2028,867.7251403,563.530943,4
2029,831.4751429,563.6458986,4
2030,918.4751403,545.030943,4
2031,920.7251403,545.280943,4
2032,920.9751403,547.530943,4
2033,924.3039628,545.7234557,3
2034,930.9616077,546.1084813,3
2035,937.6192526,546.4935068,2
2036,944.0798414,547.5222504,2
2037,950.343374,549.1947121,1
2038,916.4761614,547.2214308,3
2039,918.7261614,549.4714308,4
2040,924.2873285,549.9071212,4
2041,930.9117047,550.6594777,4
2042,937.536081,551.4118342,4
2043,942.3497292,552.740143,4
2044,944.6631648,555.3616082,4
2045,920.9751403,553.530943,2
2046,925.0584737,557.4476096,2
2047,933.2251403,557.280943,2
2048,941.391807,557.1142763,2
2049,920.7251403,557.780943,3
2050,916.4761614,553.7214308,4
2051,918.4751403,558.030943,2
2052,920.7251403,560.030943,4
2053,925.7251403,561.9476096,4
2054,935.2251403,561.780943,4
2055,944.7251403,561.6142763,4
2056,916.4751403,560.030943,4
2057,916.7251403,562.280943,4
2058,918.9751403,562.280943,4
2059,953.9751403,550.780943,3
2060,956.7251403,551.780943,1
2061,959.2251403,552.530943,2
2062,961.9751403,554.530943,1
2063,959.4751403,555.030943,1
2064,961.9751403,556.530943,4
2065,953.9751403,554.280943,2
2066,953.7251403,557.280943,4
2067,956.7251403,557.280943,4
2068,946.9751403,557.530943,4
2069,950.9751403,557.530943,4
2070,959.4751403,559.280943,1
2071,948.9751403,559.780943,4
2072,951.7251403,561.780943,4
2073,953.9751403,559.780943,2
2074,961.7251403,562.030943,4
2075,958.9751403,562.280943,3
2076,954.7251403,562.530943,4
2077,956.9751403,563.030943,3
2078,958.9751403,563.780943,3
2079,961.7251403,563.530943,3
2080,1133.22514,561.280943,4
2081,1130.22514,561.530943,3
2082,1132.72514,564.030943,1
2083,1127.22514,564.030943,1
2084,1129.72514,566.530943,4
2085,1126.72514,566.780943,3
2086,0.520777663,490.639695,4
2087,5.166215032,486.6996457,4
2088,10.10740003,484.1300439,4
2089,14.82143771,483.3309836,4
2090,22.65557115,483.2359357,4
2091,32.57853257,483.6023594,4
2092,42.501494,483.9687831,4
2093,49.76727637,485.2536819,4
2094,54.37587968,487.4570559,4
2095,59.10553178,491.1612152,4
2096,63.95623266,496.3661597,4
2097,68.42836172,500.4997875,4
2098,70.97514033,496.530943,4
2099,73.47514033,499.030943,4
2100,70.97514033,500.030943,4
2101,70.97514033,503.530943,4
2102,73.47514033,506.030943,4
2103,75.97514033,501.530943,4
2104,75.97514033,505.030943,4
2105,75.97514033,508.030943,4
2106,272.7251403,511.030943,4
2107,270.2251403,511.280943,4
2108,270.2251403,513.280943,3
2109,272.7251403,515.280943,4
2110,270.2251403,515.280943,4
2111,274.9751403,513.280943,2
2112,338.7251403,511.280943,4
2113,340.9751403,513.780943,4
2114,336.4751403,513.530943,4
2115,338.7251403,516.030943,3
2116,387.2251403,511.030943,4
2117,389.7251403,511.280943,4
2118,384.9751403,513.780943,1
2119,387.4751403,516.530943,3
2120,389.9751403,514.030943,2
2121,509.7251403,480.530943,4
2122,511.7251403,482.780943,3
2123,507.4751403,482.780943,2
2124,509.4751403,485.030943,4
2125,507.4751403,509.1976096,1
2126,507.4751403,499.530943,2
2127,507.4751403,489.8642763,2
2128,507.9751403,514.530943,4
2129,508.9751403,517.030943,2
2130,513.141807,519.6976096,2
2131,520.4751403,521.030943,1
2132,527.8084737,522.3642763,1
2133,512.135184,509.5103463,2
2134,511.8711666,499.7185849,2
2135,511.6071491,489.9268236,3
2136,516.1666986,514.8773705,2
2137,523.9657104,515.8196575,4
2138,531.6701783,518.160872,4
2139,510.3711666,514.7185849,4
2140,488.9738677,518.6218209,4
2141,493.6456542,518.6623777,4
2142,499.0421977,519.2398393,4
2143,505.6078049,519.2797565,4
2144,551.3487536,521.5728644,1
2145,546.1605602,520.8438252,2
2146,539.036947,520.3019037,2
2147,553.2251403,521.780943,4
2148,534.2251403,521.280943,3
2149,534.4751403,522.780943,4
2150,535.7251403,521.530943,1
2151,532.2251403,522.780943,4
2152,536.4751403,523.780943,4
2153,548.9751403,525.280943,4
2154,540.9751403,524.780943,4
2155,552.9751403,523.780943,4
2156,554.1721933,482.542478,4
2157,555.8498785,525.7480253,4
2158,555.9801565,521.4165319,4
2159,558.6048947,523.6336142,3
2160,556.3076713,485.0281765,4
2161,556.4021913,479.8310665,4
2162,558.5376693,482.3167649,3
2163,563.4885765,484.9007486,4
2164,573.2832021,484.6622232,4
2165,583.0778276,484.4236978,4
2166,561.954753,521.6635016,4
2167,569.1855357,522.0517305,4
2168,576.7079405,522.1054267,4
2169,584.2303453,522.1591229,2
2170,563.3992523,479.5997559,4
2171,573.2296075,479.5722307,4
2172,583.0599627,479.5447056,4
2173,554.3461133,476.5456691,2
2174,554.3977241,469.5397787,2
2175,554.4493349,462.5338882,4
2176,558.5092388,476.1830893,3
2177,558.5595668,469.3222307,4
2178,558.6098949,462.4613722,4
2179,620.2251403,524.280943,4
2180,622.2251403,524.530943,4
2181,620.9905952,482.4262476,4
2182,623.4524562,485.1018126,4
2183,623.6265628,479.6582623,4
2184,621.1130015,476.2632101,4
2185,621.3166402,469.4293373,4
2186,621.5202789,462.5954645,4
2187,587.9751403,481.917689,4
2188,597.8874806,522.4915794,4
2189,606.7225445,523.1073248,4
2190,615.5576084,523.7230702,4
2191,590.7307482,522.1848388,2
2192,593.5691424,524.7955921,4
2193,590.7251403,484.3026653,4
2194,598.0576183,484.4461377,4
2195,607.2225742,484.7366221,4
2196,616.3875302,485.0271064,4
2197,590.7251403,479.530943,4
2198,598.0644806,479.5558102,4
2199,607.2431613,479.6055447,4
2200,616.4218419,479.6552792,4
2201,593.4751403,481.9159192,4
2202,587.9751403,476.1142763,4
2203,587.9751403,469.280943,4
2204,587.9751403,462.4476096,4
2205,593.4751403,476.1142763,3
2206,593.4751403,469.280943,4
2207,593.4751403,462.4476096,4
2208,628.8055938,485.0441987,4
2209,634.5469728,485.0700431,4
2210,640.3301311,485.6143489,4
2211,646.1550687,486.6771161,4
2212,653.5197106,488.6233108,4
2213,662.4240568,491.4529329,4
2214,670.4038352,493.7835076,4
2215,677.4590457,495.6150348,4
2216,684.5142563,497.446562,4
2217,691.4678515,498.5421122,4
2218,698.3198314,498.9016854,4
2219,705.1718112,499.2612587,4
2220,626.3641429,476.2854722,4
2221,626.6085419,469.5836605,4
2222,626.8529408,462.8818488,4
2223,626.0884238,482.3338273,4
2224,708.7706113,496.3556754,4
2225,709.4013298,483.1296821,4
2226,709.0960576,489.8900977,4
2227,710.8997735,499.4344688,4
2228,711.0393563,493.6454352,4
2229,713.1685185,496.7242287,4
2230,712.1170793,479.6649861,4
2231,714.2939673,483.1905147,4
2232,713.5215165,490.4105482,4
2233,717.1607688,499.6557396,4
2234,725.0788147,500.1114339,4
2235,717.1869598,494.2399202,4
2236,725.2902972,494.6786307,4
2237,718.3776079,479.1999795,4
2238,725.7724383,478.4389427,4
2239,709.7700858,477.5454855,4
2240,714.6403137,477.5971211,4
2241,704.6765482,479.4015246,4
2242,694.9217128,478.7056253,4
2243,686.556543,477.3626197,4
2244,679.581039,475.3725079,4
2245,672.6055349,473.3823962,3
2246,729.1899018,497.6186335,4
2247,729.4378816,482.2683148,4
2248,729.3739378,490.6880956,4
2249,731.592085,500.3972186,4
2250,731.8726359,494.758628,4
2251,734.2748192,497.5372131,4
2252,753.4504472,501.4809729,4
2253,745.7288012,501.0706462,4
2254,738.0071553,500.6603194,4
2255,757.0173616,522.1800221,4
2256,757.134925,513.9824677,4
2257,757.2524884,505.7849134,4
2258,754.0486186,496.5639029,4
2259,746.1904936,495.7860497,4
2260,738.3323685,495.0081966,4
2261,757.6444756,499.3194828,4
2262,759.9437797,492.8001424,4
2263,764.8163833,484.6438459,4
2264,768.2859513,476.4879131,4
2265,769.4120773,468.1832663,4
2266,758.9769524,526.0273175,4
2267,759.7813524,502.0010891,4
2268,762.042083,506.2260076,4
2269,761.6233798,514.0459389,4
2270,761.2046765,521.8658701,4
2271,762.7219854,499.596089,4
2272,760.5851087,496.9144827,4
2273,764.403175,494.2096258,4
2274,767.9981563,488.0408205,4
2275,771.1662586,482.8678116,4
2276,772.331299,476.780559,4
2277,773.0938599,467.9474817,4
2278,730.4641141,474.4093914,4
2279,734.6992197,489.9007476,3
2280,735.2910472,480.4637028,4
2281,736.1691002,473.4446776,4
2282,738.5893147,466.8325594,4
2283,814.4751403,499.530943,2
2284,814.2251403,502.280943,3
2285,811.4751403,502.530943,4
2286,807.4751403,502.780943,4
2287,806.4919325,513.8528196,1
2288,805.9919325,507.6028196,3
2289,807.9392353,514.0571241,4
2290,808.9212828,510.0702147,4
2291,808.9571878,505.0440335,4
2292,806.2251403,517.530943,4
2293,812.1732567,520.1916879,3
2294,813.8973148,513.2720604,3
2295,813.9491985,506.1113154,3
2296,805.7251403,521.530943,1
2297,808.2251403,523.530943,1
2298,805.7251403,523.780943,2
2299,802.4772965,525.2112413,2
2300,809.1375318,499.7879702,3
2301,811.8875318,497.0379702,4
2302,789.041275,525.4236527,4
2303,794.3243423,522.7450076,4
2304,801.7582077,520.6022978,4
2305,866.4751403,496.280943,3
2306,868.7251403,496.280943,4
2307,864.4751403,498.530943,2
2308,868.7251403,499.030943,1
2309,864.7251403,501.280943,4
2310,866.9751403,501.530943,4
2311,915.4624164,498.2253842,4
2312,917.9526817,500.8275807,4
2313,918.072366,495.5630338,4
2314,920.5626314,498.1652303,4
2315,959.7251403,497.030943,2
2316,953.9751403,496.780943,3
2317,956.9751403,499.030943,2
2318,953.9751403,499.780943,2
2319,1140.22514,490.780943,3
2320,1134.22514,491.780943,4
2321,1131.72514,494.030943,4
2322,1134.72514,495.030943,4
2323,1137.22514,492.780943,3
2324,1145.47514,493.780943,4
2325,1139.97514,496.030943,4
2326,1142.97514,494.030943,2
2327,1144.97514,496.280943,4
2328,1147.97514,496.530943,4
2329,1131.47514,497.280943,4
2330,1136.97514,498.280943,3
2331,1131.47514,500.530943,4
2332,1134.22514,501.030943,4
2333,1152.979147,497.9246443,4
2334,1161.98716,499.712047,4
2335,1170.995173,501.4994497,4
2336,1178.386338,502.4235825,4
2337,1184.160655,502.4844452,4
2338,1190.65419,502.2200774,4
2339,1197.866944,501.630479,4
2340,1204.890291,500.201557,4
2341,1211.724231,497.9333114,4
2342,1218.55817,495.6650658,4
2343,1147.97514,499.530943,4
2344,1139.22514,501.530943,4
2345,1142.22514,499.280943,1
2346,1143.72514,502.280943,4
2347,1146.47514,502.280943,4
2348,1133.72514,502.530943,4
2349,1135.97514,502.530943,4
2350,1141.97514,504.030943,2
2351,1143.195645,505.4153524,4
2352,1144.945645,503.6653524,4
2353,1135.47514,505.280943,4
2354,1138.22514,506.780943,4
2355,1141.47514,506.530943,4
2356,319.4751403,432.780943,4
2357,317.4751403,432.780943,4
2358,318.9751403,434.030943,4
2359,324.9186432,435.245095,4
2360,332.805649,437.6733992,4
2361,313.9860687,429.8561663,4
2362,306.0079254,426.5066129,4
2363,299.1329254,423.1316129,4
2364,293.3610687,419.7311663,4
2365,314.5020541,433.3408569,4
2366,309.5558818,431.9606849,4
2367,303.9815197,429.8973228,4
2368,297.778968,427.1507709,4
2369,291.5764162,424.4042189,4
2370,287.4751403,427.030943,4
2371,290.8282132,429.3998661,4
2372,297.5343589,432.1377124,4
2373,304.2405046,434.8755586,4
2374,312.4071712,437.5422253,4
2375,322.0343589,440.1377124,4
2376,331.6615465,442.7331994,4
2377,341.9751403,436.030943,4
2378,342.2251403,438.530943,4
2379,342.2251403,440.780943,4
2380,352.6001403,440.280943,4
2381,345.8501403,437.780943,4
2382,357.4751403,443.030943,4
2383,351.4751403,443.655943,4
2384,345.4751403,441.905943,4
2385,355.2251403,443.030943,4
2386,336.7251403,444.280943,4
2387,339.2251403,444.780943,4
2388,341.9751403,443.030943,4
